estu_consecutivo_sb11,periodo_sb11,estu_consecutivo_sbpro,periodo_sbpro
SB11201820129707,20182,EK202250076703,20225
SB11201720173925,20172,EK202250076709,20225
SB11201720361689,20172,EK202250076715,20225
SB11201820060007,20182,EK202250076726,20225
SB11201820031956,20182,EK202250076739,20225
SB11201720245290,20172,EK202250076744,20225
SB11201820223566,20182,EK202250076747,20225
SB11201820070244,20182,EK202250076753,20225
SB11201720029124,20172,EK202250076757,20225
SB11201720029836,20172,EK202250076759,20225
SB11201820076530,20182,EK202250076765,20225
SB11201820050324,20182,EK202250076769,20225
SB11201820390782,20182,EK202250076772,20225
SB11201720168086,20172,EK202250076774,20225
SB11201820562600,20182,EK202250076781,20225
SB11201910035602,20191,EK202250077152,20225
SB11201710037676,20171,EK202250077155,20225
SB11201720304231,20172,EK202250077227,20225
SB11201710007584,20171,EK202250077239,20225
SB11201710019546,20171,EK202250077287,20225
SB11201910004891,20191,EK202250077303,20225
SB11201510020745,20151,EK202250077361,20225
SB11201720070490,20172,EK202250077362,20225
SB11201710039449,20171,EK202250077372,20225
SB11201720150683,20172,EK202250077383,20225
SB11201820264727,20182,EK202250077392,20225
SB11201810019045,20181,EK202250077428,20225
SB11201620116140,20162,EK202250077434,20225
SB11201620104913,20162,EK202250077439,20225
SB11201620019309,20162,EK202250077444,20225
SB11201820021972,20182,EK202250077448,20225
SB11201610006127,20161,EK202250077457,20225
SB11201820180017,20182,EK202250077461,20225
SB11201810025347,20181,EK202250077467,20225
SB11201720015896,20172,EK202250077474,20225
SB11201720290037,20172,EK202250077478,20225
SB11201720267634,20172,EK202250077481,20225
SB11201810000922,20181,EK202250077493,20225
SB11201810019753,20181,EK202250077502,20225
SB11201720034297,20172,EK202250077505,20225
SB11201810002006,20181,EK202250077508,20225
SB11201820081163,20182,EK202250077517,20225
SB11201810044698,20181,EK202250077526,20225
SB11201820142108,20182,EK202250077549,20225
SB11201710010545,20171,EK202250077554,20225
SB11201720082083,20172,EK202250077564,20225
SB11201510017535,20151,EK202250077568,20225
SB11201720221176,20172,EK202250077577,20225
SB11201810025112,20181,EK202250077590,20225
SB11201720284121,20172,EK202250077597,20225
SB11201810017556,20181,EK202250077601,20225
SB11201710016524,20171,EK202250077606,20225
SB11201010068624,20101,EK202250077611,20225
SB11201810004890,20181,EK202250077642,20225
SB11201520400500,20152,EK202250077647,20225
SB11201620149457,20162,EK202250077657,20225
SB11201610013330,20161,EK202250077660,20225
SB11201820034235,20182,EK202250077667,20225
SB11201810006224,20181,EK202250077669,20225
SB11201710021869,20171,EK202250077673,20225
SB11201810000990,20181,EK202250077674,20225
SB11201620061152,20162,EK202250077680,20225
SB11201810006246,20181,EK202250077690,20225
SB11201720081473,20172,EK202250077702,20225
SB11201720025962,20172,EK202250077709,20225
SB11201720216411,20172,EK202250077710,20225
SB11201720533399,20172,EK202250077713,20225
SB11201720036638,20172,EK202250077718,20225
SB11201620093409,20162,EK202250077727,20225
SB11201710020868,20171,EK202250077732,20225
SB11201720205202,20172,EK202250077734,20225
SB11201810000692,20181,EK202250077743,20225
SB11201720173826,20172,EK202250077745,20225
SB11201720024416,20172,EK202250077746,20225
SB11201810006031,20181,EK202250077748,20225
SB11201720087956,20172,EK202250077763,20225
SB11201620273384,20162,EK202250077766,20225
SB11201720401127,20172,EK202250077769,20225
SB11201820131996,20182,EK202250077775,20225
SB11201820519640,20182,EK202250077779,20225
SB11201720017517,20172,EK202250077789,20225
SB11201810007107,20181,EK202250077791,20225
SB11201720368200,20172,EK202250077796,20225
SB11201820146908,20182,EK202250077809,20225
SB11201810010074,20181,EK202250077811,20225
SB11201810014684,20181,EK202250077816,20225
SB11201520052638,20152,EK202250077819,20225
SB11201720011915,20172,EK202250077830,20225
SB11201520400527,20152,EK202250077833,20225
SB11201820231284,20182,EK202250077838,20225
SB11201620152682,20162,EK202250077842,20225
SB11201810004278,20181,EK202250077846,20225
SB11201520205532,20152,EK202250077915,20225
SB11201710037635,20171,EK202250077916,20225
SB11201810019415,20181,EK202250077943,20225
SB11201810011715,20181,EK202250078045,20225
SB11201720318568,20172,EK202250078055,20225
SB11201810002527,20181,EK202250078061,20225
SB11201710008395,20171,EK202250078067,20225
SB11201910015808,20191,EK202250078131,20225
SB11201620420653,20162,EK202250078311,20225
SB11201820252279,20182,EK202250078328,20225
SB11201820384311,20182,EK202250078339,20225
SB11201710018218,20171,EK202250078347,20225
SB11201710005399,20171,EK202250078367,20225
SB11201720004781,20172,EK202250078381,20225
SB11201620600866,20162,EK202250078409,20225
SB11201810008674,20181,EK202250078418,20225
SB11201510009820,20151,EK202250078429,20225
SB11201620023374,20162,EK202250078443,20225
SB11201020054961,20102,EK202250078522,20225
SB11201810017628,20181,EK202250078530,20225
SB11201810000871,20181,EK202250078570,20225
SB11201710013840,20171,EK202250078581,20225
SB11201620019827,20162,EK202250078630,20225
SB11201810000606,20181,EK202250078671,20225
SB11201620238121,20162,EK202250078686,20225
SB11201610025359,20161,EK202250078734,20225
SB11201520288450,20152,EK202250078744,20225
SB11201810008665,20181,EK202250078769,20225
SB11201810001366,20181,EK202250078814,20225
SB11201720021436,20172,EK202250079424,20225
SB11201810006154,20181,EK202250079427,20225
SB11201810000645,20181,EK202250079430,20225
SB11201820277979,20182,EK202250079437,20225
SB11201220240728,20122,EK202250079438,20225
SB11201520151937,20152,EK202250079442,20225
SB11201710037177,20171,EK202250079448,20225
SB11201710035140,20171,EK202250079450,20225
SB11201710018805,20171,EK202250079451,20225
SB11201710005064,20171,EK202250079452,20225
SB11201610003258,20161,EK202250079458,20225
SB11201810001074,20181,EK202250079468,20225
SB11201810025091,20181,EK202250079523,20225
SB11201810006755,20181,EK202250079548,20225
SB11201710039390,20171,EK202250079550,20225
SB11201810003072,20181,EK202250079571,20225
SB11201510045460,20151,EK202250079605,20225
SB11201710028912,20171,EK202250079613,20225
SB11201810005191,20181,EK202250079627,20225
SB11201810006583,20181,EK202250079636,20225
SB11201720183812,20172,EK202250079637,20225
SB11201810006494,20181,EK202250079642,20225
SB11201720292084,20172,EK202250079644,20225
SB11201720268882,20172,EK202250079649,20225
SB11201720189797,20172,EK202250079655,20225
SB11201810008717,20181,EK202250079656,20225
SB11201510038187,20151,EK202250079670,20225
SB11201610061293,20161,EK202250079677,20225
SB11201810003278,20181,EK202250079683,20225
SB11201910010744,20191,EK202250079713,20225
SB11201910011017,20191,EK202250079714,20225
SB11201820491923,20182,EK202250079715,20225
SB11201720280734,20172,EK202250079770,20225
SB11201720218039,20172,EK202250079773,20225
SB11201810005226,20181,EK202250079776,20225
SB11201510057099,20151,EK202250079785,20225
SB11201620110654,20162,EK202250079793,20225
SB11201810007547,20181,EK202250079798,20225
SB11201810016409,20181,EK202250079799,20225
SB11201520424359,20152,EK202250079842,20225
SB11201720054491,20172,EK202250079843,20225
SB11201810000247,20181,EK202250079850,20225
SB11201720016481,20172,EK202250079864,20225
SB11201710024836,20171,EK202250079887,20225
SB11201810024651,20181,EK202250079889,20225
SB11201810006221,20181,EK202250079921,20225
SB11201810006561,20181,EK202250079923,20225
SB11201810000611,20181,EK202250079931,20225
SB11201710014589,20171,EK202250079944,20225
SB11201810032956,20181,EK202250079945,20225
SB11201720028906,20172,EK202250079946,20225
SB11201710004885,20171,EK202250079948,20225
SB11201620187829,20162,EK202250079950,20225
SB11201820075483,20182,EK202250079951,20225
SB11201410009658,20141,EK202250079952,20225
SB11201710006795,20171,EK202250079954,20225
SB11201720340809,20172,EK202250079955,20225
SB11201810003467,20181,EK202250079958,20225
SB11201720435259,20172,EK202250079961,20225
SB11201720062990,20172,EK202250079964,20225
SB11201720308782,20172,EK202250079967,20225
SB11201720126579,20172,EK202250079969,20225
SB11201710024690,20171,EK202250079972,20225
SB11201810001705,20181,EK202250079973,20225
SB11201820071169,20182,EK202250079975,20225
SB11201710074227,20171,EK202250079977,20225
SB11201720083496,20172,EK202250079979,20225
SB11201720134676,20172,EK202250079981,20225
SB11201620124370,20162,EK202250079982,20225
SB11201810008832,20181,EK202250079983,20225
SB11201820017752,20182,EK202250079985,20225
SB11201620049572,20162,EK202250079989,20225
SB11201720132960,20172,EK202250079990,20225
SB11201820286405,20182,EK202250079993,20225
SB11201620044086,20162,EK202250079997,20225
SB11201720010293,20172,EK202250079998,20225
SB11201820391722,20182,EK202250080000,20225
SB11201710030990,20171,EK202250080004,20225
SB11201710024842,20171,EK202250080005,20225
SB11201720018821,20172,EK202250080007,20225
SB11201710024741,20171,EK202250080011,20225
SB11201510005431,20151,EK202250080018,20225
SB11201910005900,20191,EK202250080020,20225
SB11201620009533,20162,EK202250080024,20225
SB11201620567093,20162,EK202250080029,20225
SB11201820003972,20182,EK202250080032,20225
SB11201620002415,20162,EK202250080034,20225
SB11201810003438,20181,EK202250080036,20225
SB11201520219079,20152,EK202250080037,20225
SB11201520110274,20152,EK202250080041,20225
SB11201810014638,20181,EK202250080042,20225
SB11201710036271,20171,EK202250080044,20225
SB11201720566476,20172,EK202250080045,20225
SB11201420142390,20142,EK202250080048,20225
SB11201720118126,20172,EK202250080050,20225
SB11201710064418,20171,EK202250080051,20225
SB11201810006997,20181,EK202250080052,20225
SB11201520238816,20152,EK202250080055,20225
SB11201810004028,20181,EK202250080057,20225
SB11201720160308,20172,EK202250080059,20225
SB11201820165534,20182,EK202250080060,20225
SB11201710033900,20171,EK202250080063,20225
SB11201720059499,20172,EK202250080065,20225
SB11201710018219,20171,EK202250080066,20225
SB11201720017566,20172,EK202250080067,20225
SB11201620204645,20162,EK202250080068,20225
SB11201620114900,20162,EK202250080070,20225
SB11201020480471,20102,EK202250080073,20225
SB11201710051980,20171,EK202250080108,20225
SB11201720004942,20172,EK202250080136,20225
SB11201710019046,20171,EK202250080141,20225
SB11201720530182,20172,EK202250080151,20225
SB11201820002747,20182,EK202250080169,20225
SB11201810024448,20181,EK202250080202,20225
SB11201810006197,20181,EK202250080203,20225
SB11201810007538,20181,EK202250080204,20225
SB11201810019093,20181,EK202250080205,20225
SB11201710007882,20171,EK202250080206,20225
SB11201610043746,20161,EK202250080207,20225
SB11201520323018,20152,EK202250080380,20225
SB11201710044873,20171,EK202250080381,20225
SB11201720103290,20172,EK202250080382,20225
SB11201810019161,20181,EK202250080420,20225
SB11201720385395,20172,EK202250080423,20225
SB11201710014237,20171,EK202250080427,20225
SB11201710033512,20171,EK202250080431,20225
SB11201720378727,20172,EK202250080434,20225
SB11201720131665,20172,EK202250080442,20225
SB11201710040939,20171,EK202250080449,20225
SB11201720256715,20172,EK202250080452,20225
SB11201720190213,20172,EK202250080463,20225
SB11201720158367,20172,EK202250080466,20225
SB11201810005480,20181,EK202250080470,20225
SB11201720508424,20172,EK202250080480,20225
SB11201710084367,20171,EK202250080509,20225
SB11201810000722,20181,EK202250080583,20225
SB11201610016478,20161,EK202250080723,20225
SB11201810028872,20181,EK202250080724,20225
SB11201620164908,20162,EK202250080981,20225
SB11201520087099,20152,EK202250081010,20225
SB11201420198948,20142,EK202250081023,20225
SB11201510033234,20151,EK202250081033,20225
SB11201620006552,20162,EK202250081041,20225
SB11201120238705,20112,EK202250081060,20225
SB11201420536769,20142,EK202250081079,20225
SB11201710029205,20171,EK202250081239,20225
SB11201910007114,20191,EK202250082055,20225
SB11201820108434,20182,EK202250082555,20225
SB11201520293389,20152,EK202250083049,20225
SB11201520064379,20152,EK202250083405,20225
SB11201520503982,20152,EK202250083420,20225
SB11201510045035,20151,EK202250083433,20225
SB11201620012440,20162,EK202250083446,20225
SB11201420325423,20142,EK202250083495,20225
SB11201310049116,20131,EK202250083898,20225
SB11201820587752,20182,EK202250083927,20225
SB11201820011749,20182,EK202250084279,20225
SB11201820100050,20182,EK202250084390,20225
SB11201940355706,20192,EK202250084436,20225
SB11201710035165,20171,EK202250085225,20225
SB11201810008076,20181,EK202250085243,20225
SB11201610025118,20161,EK202250085272,20225
SB11201720315297,20172,EK202250085324,20225
SB11201720012090,20172,EK202250085371,20225
SB11201710006529,20171,EK202250085384,20225
SB11201620085213,20162,EK202250085404,20225
SB11201720085041,20172,EK202250085414,20225
SB11201620161047,20162,EK202250085426,20225
SB11201720070646,20172,EK202250085431,20225
SB11201510015630,20151,EK202250085437,20225
SB11201720015123,20172,EK202250085448,20225
SB11201810018300,20181,EK202250085457,20225
SB11201610013328,20161,EK202250085469,20225
SB11201720026939,20172,EK202250085475,20225
SB11201720219217,20172,EK202250085483,20225
SB11201710004176,20171,EK202250085966,20225
SB11201510036658,20151,EK202250089555,20225
SB11201720157665,20172,EK202250089575,20225
SB11201220240256,20122,EK202250089595,20225
SB1120071089291999,20071,EK202250089786,20225
SB112000109775534,20001,EK202250089897,20225
SB11201720445149,20172,EK202250090109,20225
SB11201620072732,20162,EK202250090167,20225
SB11201620132108,20162,EK202250090189,20225
SB11201710021546,20171,EK202250090236,20225
SB11201720094875,20172,EK202250090300,20225
SB11201720331678,20172,EK202250090441,20225
SB11201210095140,20121,EK202250090459,20225
SB11201810000779,20181,EK202250090484,20225
SB11201720081495,20172,EK202250090888,20225
SB11201610019564,20161,EK202250090974,20225
SB11201720469102,20172,EK202250091097,20225
SB11201610029898,20161,EK202250091104,20225
SB11201820053804,20182,EK202250091130,20225
SB11201720291430,20172,EK202250091199,20225
SB11201610008924,20161,EK202250091261,20225
SB11201420006315,20142,EK202250091332,20225
SB11201620163962,20162,EK202250091394,20225
SB11201810023588,20181,EK202250091407,20225
SB11201720401336,20172,EK202250091431,20225
SB11201720356469,20172,EK202250091480,20225
SB11201710005266,20171,EK202250091854,20225
SB11201410012595,20141,EK202250091905,20225
SB11201610016844,20161,EK202250091906,20225
SB11201810001383,20181,EK202250091907,20225
SB11202240571095,20222,EK202250091908,20225
SB11201710067526,20171,EK202250091909,20225
SB11201810001702,20181,EK202250091910,20225
SB11201610016325,20161,EK202250091911,20225
SB11201510056418,20151,EK202250091913,20225
SB11201710019117,20171,EK202250091914,20225
SB11201720190056,20172,EK202250091915,20225
SB11201610017216,20161,EK202250091918,20225
SB11201810024576,20181,EK202250091919,20225
SB11201810002946,20181,EK202250091920,20225
SB11201720044391,20172,EK202250091921,20225
SB11201810019116,20181,EK202250091923,20225
SB11201810019158,20181,EK202250091926,20225
SB11201810000706,20181,EK202250091928,20225
SB11201820311690,20182,EK202250091929,20225
SB11201820089106,20182,EK202250091932,20225
SB11201910004768,20191,EK202250091937,20225
SB11201820156864,20182,EK202250091944,20225
SB11201610016933,20161,EK202250091972,20225
SB11201610021724,20161,EK202250092343,20225
SB11201220237919,20122,EK202250092366,20225
SB11201520150878,20152,EK202250092373,20225
SB11201810009083,20181,EK202250092947,20225
SB11201810011215,20181,EK202250092949,20225
SB11201810053086,20181,EK202250092950,20225
SB11201510056874,20151,EK202250092951,20225
SB11201910004248,20191,EK202250092952,20225
SB11201510038180,20151,EK202250092953,20225
SB11201620256500,20162,EK202250094464,20225
SB11201810001823,20181,EK202250094491,20225
SB11201720357996,20172,EK202250094604,20225
SB1120011135499265,20011,EK202250095165,20225
SB1120011136901687,20011,EK202250095239,20225
